barcode,line,stand,bin,location
3701129809273,22,5,6,22-5-6
3701129809280,22,5,5,22-5-5
3701129809334,22,5,2,22-5-2
3701129810064,22,4,4,22-4-4
3701129811597,22,4,3,22-4-3
3701129811627,22,3,4,22-3-4
3701129811962,22,4,4,22-4-4
3701129812037,22,4,3,22-4-3
3701129812068,22,4,2,22-4-2
3701129812075,22,5,4,22-5-4
3701129813614,22,5,5,22-5-5
3701129813621,22,5,4,22-5-4
3701129813638,22,5,6,22-5-6
3701129813645,22,5,5,22-5-5
3701129813652,22,5,5,22-5-5
3701630400044,14,3,5,14-3-5
3701630400051,14,3,5,14-3-5
3701630400068,14,3,5,14-3-5
3701630400075,14,3,5,14-3-5
3728732843210,8,2,2,8-2-2
3728732843227,8,2,2,8-2-2
3728732843234,8,2,1,8-2-1
3728732843241,8,2,2,8-2-2
3728732843258,8,2,2,8-2-2
3728732843265,8,2,2,8-2-2
3737117993969,38,4,2,38-4-2
3746846289274,23,1,2,23-1-2
3760054600102,22,7,5,22-7-5
3760054601109,22,11,5,22-11-5
3760054603103,22,10,4,22-10-4
3760054603707,22,10,4,22-10-4
3760054604018,22,10,5,22-10-5
3760078080171,16,2,2,16-2-2
3760078080188,23,6,3,23-6-3
3760078080195,23,6,5,23-6-5
3760078080201,23,6,5,23-6-5
3760078080294,23,6,5,23-6-5
3760078080348,23,6,5,23-6-5
3760078089013,24,5,2,24-5-2
3760095250021,23,0,24,23-0-24
3760095250106,23,0,24,23-0-24
3760095250182,23,0,24,23-0-24
3760095250199,23,0,24,23-0-24
3760095250205,23,0,24,23-0-24
3760095250236,23,0,24,23-0-24
3760095250243,23,0,24,23-0-24
3760095250267,23,5,1,23-5-1
3760095250274,23,5,1,23-5-1
3760095250281,23,0,24,23-0-24
3760095250342,23,0,24,23-0-24
3760095250410,23,0,24,23-0-24
3760095250441,23,5,1,23-5-1
3760095250519,23,0,24,23-0-24
3760095250540,23,0,24,23-0-24
3760095250564,23,0,24,23-0-24
3760095251295,23,0,24,23-0-24
3760095251547,23,0,24,23-0-24
3760095251899,23,5,1,23-5-1
3760095252315,23,5,1,23-5-1
3760095252803,23,0,24,23-0-24
3760095253275,23,0,24,23-0-24
3760095253282,24,7,7,24-7-7
3760095253633,23,0,24,23-0-24
3760095253657,23,0,24,23-0-24
3760095254289,23,0,24,23-0-24
3760095254586,24,5,3,24-5-3
3760095255392,23,0,24,23-0-24
3760141872023,22,3,3,22-3-3
3760141874508,22,2,4,22-2-4
3760141874522,22,2,4,22-2-4
3760141874560,21,1,1,21-1-1
3760141875604,22,2,3,22-2-3
3760141876021,21,2,3,21-2-3
3760141876540,24,2,2,24-2-2
3760141876793,22,2,4,22-2-4
3760141876816,23,3,3,23-3-3
3760141877066,22,1,4,22-1-4
3760141877080,21,1,5,21-1-5
3760141877172,21,1,7,21-1-7
3760141877196,21,1,1,21-1-1
3760141877332,22,2,4,22-2-4
3760141879947,21,2,3,21-2-3
3760220372130,22,1,3,22-1-3
3760220372192,21,1,7,21-1-7
3760220372222,22,1,2,22-1-2
3760220372314,22,1,2,22-1-2
3760220372413,22,2,2,22-2-2
3760220372420,22,1,2,22-1-2
3760220372451,22,2,4,22-2-4
3760220372529,22,3,4,22-3-4
3760220372581,21,1,3,21-1-3
3760220372611,21,2,4,21-2-4
3760220372970,22,1,2,22-1-2
3760220374042,22,2,5,22-2-5
3760220374080,22,1,3,22-1-3
3760220374097,22,3,2,22-3-2
3760220374172,35,2,4,35-2-4
3760220374387,22,1,1,22-1-1
3760220377012,21,1,7,21-1-7
3760220377074,21,1,7,21-1-7
3760220377159,22,1,2,22-1-2
3760220377203,22,1,2,22-1-2
3760220377241,21,3,1,21-3-1
3760220377258,22,9,1,22-9-1
3760220377326,22,2,2,22-2-2
3760220377364,22,1,3,22-1-3
3760220377395,22,1,2,22-1-2
3760220377401,22,1,3,22-1-3
3760220377418,22,1,3,22-1-3
3760220377609,22,7,2,22-7-2
3760220377654,22,2,4,22-2-4
3760220377722,22,1,4,22-1-4
3760220377982,21,1,7,21-1-7
3760277340083,22,10,3,22-10-3
3760277340090,22,10,3,22-10-3
3760277340755,22,10,3,22-10-3
3760277341356,22,10,3,22-10-3
3770006449123,14,5,3,14-5-3
3770015508002,10,1,2,10-1-2
3770015508019,10,4,4,10-4-4
3770015508033,10,1,2,10-1-2
3770015508040,10,4,4,10-4-4
3772008000845,26,2,1,26-2-1
3781120621715,12,6,5,12-6-5
3782008000295,23,0,24,23-0-24
3782267422036,19,4,5,19-4-5
3786631536695,13,1,4,13-1-4
3800002307322,21,2,1,21-2-1
3800013510117,30,7,1,30-7-1
3800013510285,10,4,2,10-4-2
3800013510384,10,9,4,10-9-4
3800013510889,10,4,3,10-4-3
3800013510988,10,4,3,10-4-3
3800013510995,10,4,4,10-4-4
3800013511282,10,4,3,10-4-3
3800013511312,10,4,2,10-4-2
3800013511381,10,4,3,10-4-3
3800013511688,10,4,4,10-4-4
3800013511718,30,7,5,30-7-5
3800013512296,10,4,3,10-4-3
3800013512395,10,4,4,10-4-4
3800013512814,10,1,4,10-1-4
3800013512913,10,9,4,10-9-4
3800013512982,10,4,4,10-4-4
3800013513095,30,7,4,30-7-4
3800013513293,30,8,5,30-8-5
3800013513316,30,7,2,30-7-2
3800013513583,30,1,3,30-1-3
3800013514382,10,4,4,10-4-4
3800013514719,10,9,3,10-9-3
3800013514818,10,9,4,10-9-4
3800013514894,30,1,3,30-1-3
3800013515297,10,4,4,10-4-4
3800013515310,10,4,4,10-4-4
3800013515419,10,4,4,10-4-4
3800013515464,10,4,4,10-4-4
3800013515495,10,4,3,10-4-3
3800013515518,10,4,4,10-4-4
3800013515617,10,4,4,10-4-4
3800013515914,10,4,4,10-4-4
3800013516010,10,4,4,10-4-4
3800013516119,10,4,2,10-4-2
3800013516188,10,9,3,10-9-3
3800013516195,10,4,2,10-4-2
3800013516218,10,4,2,10-4-2
3800013516294,10,4,4,10-4-4
3800013516317,30,7,2,30-7-2
3800013516416,10,7,3,10-7-3
3800013516515,10,7,4,10-7-4
3800013517598,10,4,4,10-4-4
3800013518687,30,7,5,30-7-5
3800013518694,30,7,3,30-7-3
3800013518984,10,4,4,10-4-4
3800013519080,10,4,4,10-4-4
3800013519189,10,4,3,10-4-3
3800013519288,10,4,4,10-4-4
3800013519394,10,4,2,10-4-2
3800013519578,10,4,4,10-4-4
3800013519592,10,7,3,10-7-3
3800013519691,10,7,4,10-7-4
3800013519790,10,9,3,10-9-3
3800013519998,30,7,4,30-7-4
3800023403584,10,3,3,10-3-3
3800023403621,10,4,3,10-4-3
3800023403652,10,4,3,10-4-3
3800023403843,10,4,3,10-4-3
3800023403850,10,4,3,10-4-3
3800032904348,13,1,3,13-1-3
3800032904423,11,1,4,11-1-4
3800032904430,12,1,3,12-1-3
3800032905482,35,2,5,35-2-5
3800032907189,14,1,5,14-1-5
3800032907196,14,1,5,14-1-5
3800032907271,25,11,4,25-11-4
3800032941220,14,1,5,14-1-5
3800032941527,24,2,6,24-2-6
3800032941626,24,2,6,24-2-6
3800032942333,23,1,2,23-1-2
3800034955683,28,11,2,28-11-2
3800034957397,28,3,1,28-3-1
3800034958684,28,2,3,28-2-3
3800034958691,28,2,4,28-2-4
3800034958707,28,2,3,28-2-3
3800034958714,28,2,3,28-2-3
3800034959476,28,3,3,28-3-3
3800034960328,28,3,1,28-3-1
3800034960342,28,3,2,28-3-2
3800034960427,28,2,3,28-2-3
3800034960441,28,3,2,28-3-2
3800034960458,28,3,4,28-3-4
3800034960465,28,3,1,28-3-1
3800034960472,28,3,1,28-3-1
3800034960946,28,2,3,28-2-3
3800034962087,28,2,2,28-2-2
3800034962094,28,2,2,28-2-2
3800034962117,28,2,2,28-2-2
3800034962131,28,2,2,28-2-2
3800034962148,28,2,2,28-2-2
3800034962636,28,2,1,28-2-1
3800034962667,28,2,1,28-2-1
3800034962773,28,2,4,28-2-4
3800034962780,28,2,3,28-2-3
3800034962797,28,2,1,28-2-1
3800034964371,28,2,5,28-2-5
3800034964388,28,2,5,28-2-5
3800034964395,28,2,5,28-2-5
3800034964425,28,2,5,28-2-5
3800034964463,28,2,5,28-2-5
3800034964470,28,2,5,28-2-5
3800034964487,28,2,5,28-2-5
3800034965972,28,2,3,28-2-3
3800034965989,28,2,3,28-2-3
3800034965996,28,2,3,28-2-3
3800034966023,28,2,3,28-2-3
3800034966030,28,2,4,28-2-4
3800034966207,28,2,2,28-2-2
3800034966290,28,2,2,28-2-2
3800034966306,28,2,2,28-2-2
3800034967297,28,2,5,28-2-5
3800034967464,28,4,3,28-4-3
3800034967471,28,4,3,28-4-3
3800034967488,28,4,3,28-4-3
3800034967495,28,4,3,28-4-3
3800034967785,28,2,2,28-2-2
3800034968027,28,3,1,28-3-1
3800034968065,28,2,3,28-2-3
3800034972147,28,2,3,28-2-3
3800034972154,28,2,1,28-2-1
3800034975223,28,2,2,28-2-2
3800034976381,28,2,2,28-2-2
3800034976404,28,2,2,28-2-2
3800034976602,28,2,1,28-2-1
3800034977760,28,3,2,28-3-2
3800034977777,28,3,5,28-3-5
3800034977784,28,2,3,28-2-3
3800034977791,28,3,2,28-3-2
3800034977814,28,3,1,28-3-1
3800034977838,27,3,2,27-3-2
3800034977845,28,3,2,28-3-2
3800034978262,28,2,1,28-2-1
3800034978279,28,2,3,28-2-3
3800034978286,28,2,3,28-2-3
3800034978422,28,2,3,28-2-3
3800034978439,28,2,3,28-2-3
3800034978446,28,3,2,28-3-2
3800034978453,28,3,2,28-3-2
3800034978460,28,2,4,28-2-4
3800034978477,28,3,5,28-3-5
3800034978484,28,2,4,28-2-4
3800034978545,28,3,2,28-3-2
3800034978668,28,3,4,28-3-4
3800034978675,28,2,4,28-2-4
3800034979290,28,2,1,28-2-1
3800034979306,28,2,1,28-2-1
3800034979313,28,2,1,28-2-1
3800034979320,28,2,1,28-2-1
3800034979726,28,12,3,28-12-3
3800034979733,28,12,3,28-12-3
3800034979856,28,2,4,28-2-4
3800034979863,28,3,3,28-3-3
3800034979870,28,2,4,28-2-4
3800034979894,28,2,4,28-2-4
3800034979900,28,3,5,28-3-5
3800034980333,28,3,3,28-3-3
3800034980340,28,3,3,28-3-3
3800034980371,28,2,4,28-2-4
3800034980951,28,3,3,28-3-3
3800034980975,28,3,3,28-3-3
3800034980982,28,3,3,28-3-3
3800034980999,28,3,3,28-3-3
3800034981026,28,3,2,28-3-2
3800034981033,28,3,2,28-3-2
3800034981040,28,3,2,28-3-2
3800034981057,28,3,4,28-3-4
3800034981064,28,3,2,28-3-2
3800034981071,28,3,2,28-3-2
3800034981422,28,2,1,28-2-1
3800034982092,28,12,3,28-12-3
3800034982108,28,12,3,28-12-3
3800034982115,28,12,3,28-12-3
3800034982405,28,2,3,28-2-3
3800034982429,28,3,2,28-3-2
3800034982436,28,3,3,28-3-3
3800034982443,28,3,2,28-3-2
3800034982467,28,1,2,28-1-2
3800034985307,27,3,1,27-3-1
3800034985338,27,3,1,27-3-1
3800034985383,27,3,1,27-3-1
3800034985390,27,3,1,27-3-1
3800034985406,27,3,1,27-3-1
3800034985628,28,2,1,28-2-1
3800034985635,28,2,1,28-2-1
3800034985666,28,2,2,28-2-2
3800034985802,28,10,3,28-10-3
3800034985819,28,10,3,28-10-3
3800034985826,28,10,3,28-10-3
3800034985833,28,10,3,28-10-3
3800034985857,28,10,3,28-10-3
3800046515202,30,7,4,30-7-4
3800046526109,30,8,5,30-8-5
3800046530205,30,7,4,30-7-4
3800046533206,30,8,3,30-8-3
3800046536207,30,7,5,30-7-5
3800046539208,30,7,3,30-7-3
3800046542109,30,7,3,30-7-3
3800046543106,30,7,4,30-7-4
3800046561209,30,7,5,30-7-5
3800046565108,30,7,3,30-7-3
3800046571109,30,8,4,30-8-4
3800046592104,29,1,4,29-1-4
3800708241227,6,6,2,6-6-2
3800708241258,6,6,2,6-6-2
3800708241296,6,6,5,6-6-5
3800708241340,6,6,5,6-6-5
3800708241364,6,6,5,6-6-5
3800708241371,6,6,5,6-6-5
3800708241388,6,6,2,6-6-2
3800708241401,6,6,5,6-6-5
3800708241425,6,6,2,6-6-2
3800708241432,6,6,2,6-6-2
3800708241470,6,6,2,6-6-2
3800708241494,6,6,2,6-6-2
3800708404462,14,6,3,14-6-3
3800708404479,14,6,3,14-6-3
3800708404516,26,3,3,26-3-3
3800708404530,26,3,3,26-3-3
381370032960,17,2,5,17-2-5
381370036005,15,4,1,15-4-1
381370036654,19,4,3,19-4-3
381370038443,15,4,1,15-4-1
381370042297,15,1,2,15-1-2
381371018451,22,9,5,22-9-5
381371019410,16,1,3,16-1-3
381371020652,18,2,2,18-2-2
381371150779,13,1,2,13-1-2
381371167241,21,4,3,21-4-3
381371187607,22,7,4,22-7-4
381519183362,4,2,1,4-2-1
381519186806,4,2,1,4-2-1
381519188367,4,2,1,4-2-1
3830060726865,38,4,2,38-4-2
3838824127781,5,3,2,5-3-2
3838824127804,5,3,3,5-3-3
3838824127842,5,2,4,5-2-4
3838824127866,5,3,3,5-3-3
3838824127880,5,3,4,5-3-4
3838824127903,5,3,1,5-3-1
3838824127927,5,3,2,5-3-2
3838824127941,5,3,3,5-3-3
3838824127965,5,3,5,5-3-5
3838824128009,5,3,2,5-3-2
3838824128146,5,3,2,5-3-2
3838824128283,5,3,3,5-3-3
3838824128320,5,3,2,5-3-2
3838824128368,5,3,3,5-3-3
3838824145167,5,3,4,5-3-4
3838824239682,5,3,3,5-3-3
3838824239705,5,3,2,5-3-2
3838824307107,5,2,2,5-2-2
3838824319841,5,3,1,5-3-1
3838824332192,5,2,4,5-2-4
3838824332239,5,3,2,5-3-2
3838824366012,5,3,2,5-3-2
3838824370705,5,2,1,5-2-1
3838824370743,5,3,3,5-3-3
3838824390994,5,3,3,5-3-3
3838824391076,5,3,2,5-3-2
3838824391151,5,3,1,5-3-1
3838824391236,5,2,3,5-2-3
3838824391274,5,3,1,5-3-1
3838824406626,7,3,4,7-3-4
3838824415376,5,3,4,5-3-4
3838824426655,1,1,2,1-1-2
3838824426778,2,1,2,2-1-2
3838824426839,1,5,3,1-5-3
3838824427010,3,7,1,3-7-1
3838824427119,1,1,2,1-1-2
3838824438450,6,5,2,6-5-2
3838824438511,6,5,2,6-5-2
3838824438573,6,5,3,6-5-3
3838824438634,6,5,3,6-5-3
3838824438696,6,6,1,6-6-1
3888213800177,23,0,8,23-0-8
390205022847,22,9,4,22-9-4
390205022892,22,10,3,22-10-3
390205025008,22,9,4,22-9-4
390205025206,22,9,4,22-9-4
390205025824,22,9,4,22-9-4
390205026005,22,9,4,22-9-4
400000278,34,6,6,34-6-6
400000279,34,6,6,34-6-6
400000280,34,6,6,34-6-6
400002055,10,7,1,10-7-1
400002228,29,1,5,29-1-5
400002229,29,1,5,29-1-5
400002231,29,2,5,29-2-5
400002308,31,5,4,31-5-4
4000196400024,14,1,4,14-1-4
4000196400048,14,1,3,14-1-3
4000196400062,14,1,2,14-1-2
4000196400086,13,12,1,13-12-1
4000196400109,14,1,4,14-1-4
4000196400703,14,1,2,14-1-2
4000196400727,14,1,2,14-1-2
4000196901149,14,1,3,14-1-3
4000196901163,14,6,3,14-6-3
4000196901187,14,6,2,14-6-2
4000196901415,14,1,0,14-1-0
4000196910035,14,1,3,14-1-3
4000196910059,16,4,5,16-4-5
4000196910073,16,3,2,16-3-2
4000196910097,16,3,1,16-3-1
4000196910318,14,1,3,14-1-3
4000196910356,14,4,2,14-4-2
4000196910691,14,9,2,14-9-2
4000196910882,16,4,5,16-4-5
4000196910905,15,4,2,15-4-2
4000196920294,14,3,6,14-3-6
4000196920324,13,2,4,13-2-4
4000196923011,13,3,3,13-3-3
4000196926883,13,3,3,13-3-3
4000196926906,14,3,6,14-3-6
4003583190256,1,5,3,1-5-3
4003583190270,2,5,4,2-5-4
4003583190294,1,2,1,1-2-1
4003583190317,12,1,3,12-1-3
4003583190478,15,1,3,15-1-3
4003583190492,15,1,3,15-1-3
4003583197682,13,11,6,13-11-6
4003583207190,13,11,6,13-11-6
4003583207213,13,11,6,13-11-6
4003583207237,13,11,6,13-11-6
4003583207275,13,11,6,13-11-6
4003583211425,13,11,5,13-11-5
4003583211463,13,11,6,13-11-6
4003583213238,13,11,5,13-11-5
4003583213276,13,11,6,13-11-6
4003583213443,2,6,4,2-6-4
4003583222346,1,4,5,1-4-5
4003583224449,15,1,4,15-1-4
4003583224463,13,12,4,13-12-4
4003583224494,13,12,4,13-12-4
4005220253904,34,4,4,34-4-4
4005800005572,21,5,4,21-5-4
4005800019531,21,5,2,21-5-2
4005800024733,21,5,4,21-5-4
4005800025358,21,5,4,21-5-4
4005800025365,21,5,4,21-5-4
4005800027697,28,12,2,28-12-2
4005800028311,28,10,3,28-10-3
4005800030550,34,4,4,34-4-4
4005800034329,22,10,3,22-10-3
4005800034428,21,5,3,21-5-3
4005800035784,21,5,2,21-5-2
4005800036101,21,5,6,21-5-6
4005800036149,21,5,4,21-5-4
4005800036224,21,5,6,21-5-6
4005800071485,34,4,4,34-4-4
4005800076732,21,5,3,21-5-3
4005800125560,21,5,4,21-5-4
4005800127618,21,5,2,21-5-2
4005800147326,22,4,3,22-4-3
4005800160974,28,12,2,28-12-2
4005800161421,21,5,2,21-5-2
4005800161445,21,5,3,21-5-3
4005800164330,21,5,2,21-5-2
4005800168642,21,5,3,21-5-3
4005800180576,21,5,4,21-5-4
4005800181757,21,5,2,21-5-2
4005800182006,21,5,3,21-5-3
4005800182020,21,5,3,21-5-3
4005800182044,21,5,1,21-5-1
4005800187766,34,4,4,34-4-4
4005800187834,34,4,4,34-4-4
4005800187858,34,4,4,34-4-4
4005800192883,21,5,2,21-5-2
4005800204890,22,4,3,22-4-3
4005800220173,21,5,3,21-5-3
4005800238963,21,5,4,21-5-4
4005800250750,34,4,3,34-4-3
4005800250767,34,4,4,34-4-4
4005800253904,33,2,1,33-2-1
4005800255113,34,4,3,34-4-3
4005800258404,21,5,6,21-5-6
4005800264856,21,5,2,21-5-2
4005800287442,22,4,3,22-4-3
4005800287510,21,5,2,21-5-2
4005800295485,21,5,4,21-5-4
4005800304859,22,10,2,22-10-2
4005800630750,21,5,5,21-5-5
4005800630958,21,5,3,21-5-3
4005800631221,21,5,5,21-5-5
4005800631542,21,5,3,21-5-3
4005800631702,21,5,6,21-5-6
4005808093021,16,5,4,16-5-4
4005808134939,17,2,2,17-2-2
4005808135028,17,2,3,17-2-3
4005808166190,14,6,5,14-6-5
4005808166206,14,3,4,14-3-4
4005808166213,13,1,1,13-1-1
4005808228010,26,1,6,26-1-6
4005808278114,16,6,5,16-6-5
4005808278268,16,6,5,16-6-5
4005808278350,16,6,5,16-6-5
4005808280797,15,0,16,15-0-16
4005808280827,16,6,5,16-6-5
4005808280933,16,5,5,16-5-5
4005808282456,16,3,5,16-3-5
4005808302659,28,4,4,28-4-4
4005808307067,28,4,2,28-4-2
4005808313341,17,2,3,17-2-3
4005808439836,15,2,4,15-2-4
4005808478941,15,1,2,15-1-2
4005808532452,28,4,1,28-4-1
4005808571512,25,0,26,25-0-26
4005808583669,21,5,4,21-5-4
4005808588701,8,3,4,8-3-4
4005808619061,8,2,4,8-2-4
4005808636723,16,4,5,16-4-5
4005808649310,26,2,1,26-2-1
4005808649891,17,1,2,17-1-2
4005808668465,26,1,5,26-1-5
4005808669325,26,1,5,26-1-5
4005808669646,26,1,5,26-1-5
4005808691982,27,3,4,27-3-4
4005808692026,28,4,3,28-4-3
4005808704514,16,5,4,16-5-4
4005808712991,16,6,1,16-6-1
4005808713028,16,6,5,16-6-5
4005808713059,15,6,3,15-6-3
4005808713196,16,6,3,16-6-3
4005808781812,17,1,3,17-1-3
4005808781874,17,2,3,17-2-3
4005808816002,28,4,3,28-4-3
4005808816019,28,4,2,28-4-2
4005808816026,27,4,5,27-4-5
4005808816033,28,3,1,28-3-1
4005808816057,27,4,3,27-4-3
4005808816101,28,4,3,28-4-3
4005808816118,28,5,4,28-5-4
4005808816187,28,4,2,28-4-2
4005808816194,28,4,3,28-4-3
4005808817009,7,6,3,7-6-3
4005808817207,8,2,3,8-2-3
4005808817306,7,6,3,7-6-3
4005808817405,7,6,4,7-6-4
4005808817603,7,6,3,7-6-3
4005808817658,7,6,3,7-6-3
4005808817726,8,2,4,8-2-4
4005808819065,39,3,4,39-3-4
4005808825233,8,2,3,8-2-3
4005808828081,28,4,2,28-4-2
4005808828098,28,4,2,28-4-2
4005808828838,28,4,3,28-4-3
4005808828845,28,4,3,28-4-3
4005808828869,28,4,2,28-4-2
4005808836178,25,0,0,25-0-0
4005808836185,26,1,6,26-1-6
4005808837311,28,4,4,28-4-4
4005808837328,28,3,3,28-3-3
4005808837359,28,4,1,28-4-1
4005808856695,26,2,1,26-2-1
4005808864010,35,4,5,35-4-5
4005808879922,16,3,5,16-3-5
4005808880515,28,5,5,28-5-5
4005808881918,28,4,2,28-4-2
4005808890590,13,1,2,13-1-2
4005808903719,16,7,1,16-7-1
4005808919031,16,5,5,16-5-5
4005808919093,16,8,1,16-8-1
4005808944927,27,4,5,27-4-5
4005900000972,13,1,2,13-1-2
4005900008442,13,1,1,13-1-1
4005900008985,14,6,4,14-6-4
4005900009463,13,2,1,13-2-1
4005900011770,16,4,5,16-4-5
4005900011817,16,6,6,16-6-6
4005900034816,28,4,3,28-4-3
4005900034878,28,4,4,28-4-4
4005900035295,28,4,2,28-4-2
4005900035653,28,4,4,28-4-4
4005900035745,28,4,3,28-4-3
4005900036162,28,4,3,28-4-3
4005900123527,13,1,3,13-1-3
4005900123589,13,1,4,13-1-4
4005900123619,13,1,3,13-1-3
4005900212290,18,4,3,18-4-3
4005900242143,28,3,1,28-3-1
4005900242174,28,4,1,28-4-1
4005900249432,27,4,5,27-4-5
4005900249463,28,4,1,28-4-1
4005900277862,26,2,1,26-2-1
4005900326683,17,2,2,17-2-2
4005900326713,17,2,4,17-2-4
4005900339263,25,0,26,25-0-26
4005900371492,28,4,4,28-4-4
4005900371553,28,4,3,28-4-3
4005900405104,34,4,4,34-4-4
4005900417398,18,3,2,18-3-2
4005900420633,25,2,1,25-2-1
4005900420664,26,1,4,26-1-4
4005900438065,14,6,5,14-6-5
4005900476029,25,1,5,25-1-5
4005900477071,27,4,5,27-4-5
4005900477378,28,4,1,28-4-1
4005900485533,21,5,4,21-5-4
4005900490124,28,4,1,28-4-1
4005900490155,28,5,4,28-5-4
4005900490582,16,3,4,16-3-4
4005900490612,16,6,4,16-6-4
4005900490643,16,6,4,16-6-4
4005900492883,21,5,4,21-5-4
4005900499882,8,2,5,8-2-5
4005900511461,7,6,3,7-6-3
4005900517920,8,2,4,8-2-4
4005900517951,25,1,3,25-1-3
4005900517982,28,4,5,28-4-5
4005900522023,17,2,3,17-2-3
4005900523174,28,3,6,28-3-6
4005900540188,28,4,4,28-4-4
4005900542571,28,3,1,28-3-1
4005900542724,21,5,5,21-5-5
4005900570796,21,5,4,21-5-4
4005900571748,28,4,5,28-4-5
4005900571809,34,4,3,34-4-3
4005900590367,22,4,3,22-4-3
4005900598271,17,3,2,17-3-2
4005900598363,17,2,2,17-2-2
4005900603067,13,1,5,13-1-5
4005900614308,17,1,3,17-1-3
4005900614339,17,2,3,17-2-3
4005900630506,35,2,5,35-2-5
4005900630537,35,4,4,35-4-4
4005900630568,35,2,5,35-2-5
4005900634535,17,1,5,17-1-5
4005900634870,13,1,4,13-1-4
4005900640741,28,4,2,28-4-2
4005900640802,28,5,4,28-5-4
4005900664853,26,3,2,26-3-2
4005900695871,26,2,1,26-2-1
4005900717672,34,4,3,34-4-3
4005900725394,28,4,4,28-4-4
4005900728241,28,4,4,28-4-4
4005900728340,28,4,2,28-4-2
4005900730909,21,5,6,21-5-6
4005900737120,28,3,1,28-3-1
4005900739384,17,2,3,17-2-3
4005900767844,21,5,4,21-5-4
4005900770042,21,5,5,21-5-5
4005900802989,25,2,5,25-2-5
4005900803016,26,5,2,26-5-2
4005900811684,35,4,3,35-4-3
4005900811714,26,2,1,26-2-1
4005900813558,13,11,3,13-11-3
4005900836519,21,5,2,21-5-2
4005900836762,21,5,5,21-5-5
4005900871237,21,5,3,21-5-3
4005900883926,26,6,2,26-6-2
4005900907899,28,4,5,28-4-5
4005900907929,28,4,5,28-4-5
4005900907950,28,4,5,28-4-5
4005900907981,28,4,5,28-4-5
4005900908018,28,4,5,28-4-5
4005900908049,28,4,5,28-4-5
4005900908070,28,4,5,28-4-5
4005900908100,28,4,5,28-4-5
4005900908131,28,4,5,28-4-5
4005900908162,28,4,5,28-4-5
4005900908421,21,5,2,21-5-2
4005900916525,26,1,6,26-1-6
4005900916556,26,1,5,26-1-5
4005900916587,26,1,5,26-1-5
4005900943750,35,1,5,35-1-5
4005900943774,35,2,5,35-2-5
4005900943798,35,2,5,35-2-5
4005900967367,28,5,4,28-5-4
4005900967398,28,4,2,28-4-2
4005900985453,27,5,4,27-5-4
4005900986474,40,1,3,40-1-3
4005900992697,27,4,3,27-4-3
4005900994899,21,4,2,21-4-2
4005900995582,35,4,4,35-4-4
4005900998880,21,4,2,21-4-2
4006000002590,35,4,5,35-4-5
4006000005126,35,4,4,35-4-4
4006000005157,35,4,5,35-4-5
4006000005218,35,4,5,35-4-5
4006000005249,35,4,5,35-4-5
4006000005270,35,4,5,35-4-5
4006000005300,35,4,5,35-4-5
4006000005324,35,4,5,35-4-5
4006000005348,35,4,5,35-4-5
4006000016986,21,4,2,21-4-2
4006000017242,26,5,2,26-5-2
4006000019598,26,5,2,26-5-2
4006000028705,21,5,5,21-5-5
4006000031231,21,4,2,21-4-2
4006000033426,18,4,3,18-4-3
4006000033457,17,1,3,17-1-3
4006000033488,17,1,3,17-1-3
4006000047423,13,1,5,13-1-5
4006000072982,25,2,1,25-2-1
4006000073019,26,0,0,26-0-0
4006000078700,21,5,3,21-5-3
4006000087832,21,5,2,21-5-2
4006000094984,21,5,3,21-5-3
4006000095011,28,4,3,28-4-3
4006000095042,28,4,4,28-4-4
4006000096261,21,4,3,21-4-3
4006000101392,21,4,3,21-4-3
4006000103488,25,2,4,25-2-4
4006000107714,26,2,1,26-2-1
4006000115702,25,2,4,25-2-4
4006000128610,28,5,3,28-5-3
4006000152301,13,1,4,13-1-4
4006000152332,13,3,3,13-3-3
4006000155173,35,4,3,35-4-3
4006000155197,35,4,4,35-4-4
4006000155210,35,4,3,35-4-3
4006000155234,35,4,3,35-4-3
4006000162652,35,4,3,35-4-3
4006000162690,35,4,3,35-4-3
4006000162713,35,4,3,35-4-3
4006000169231,28,4,4,28-4-4
4006000169262,28,4,1,28-4-1
4006000172019,28,3,3,28-3-3
4006000172040,28,11,4,28-11-4
4006000172187,28,5,4,28-5-4
4006000173306,17,3,3,17-3-3
4006000174594,28,3,3,28-3-3
4006000175027,25,2,1,25-2-1
4006000178417,21,5,3,21-5-3
4006000181325,21,5,3,21-5-3
4006000255576,16,5,5,16-5-5
4006000255606,16,5,5,16-5-5
4006501638526,37,4,3,37-4-3
4006501638816,37,3,3,37-3-3
4008455422619,11,4,5,11-4-5
4008455451411,12,5,5,12-5-5
4008455554815,11,6,4,11-6-4
4008455558219,12,6,4,12-6-4
4008455577715,12,6,5,12-6-5
4008455578415,12,6,4,12-6-4
4008455581811,12,6,5,12-6-5
4008455621715,11,6,5,11-6-5
4008496129195,38,4,3,38-4-3
4008496276639,38,4,2,38-4-2
4008496276875,38,4,2,38-4-2
4008496276882,38,4,2,38-4-2
4008496525072,38,4,3,38-4-3
4008496525119,38,4,3,38-4-3
4008496525157,38,4,3,38-4-3
4008496525423,38,4,3,38-4-3
4008496554324,38,4,3,38-4-3
4008496559435,38,4,2,38-4-2
4008496559510,38,4,2,38-4-2
4008496559787,38,4,2,38-4-2
4008496594672,38,4,3,38-4-3
4008496594726,38,4,3,38-4-3
